;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
6981;12727292;Tây Bắc;;Cần bán;14m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;1;;20m;2;---; 4,5 tỷ ; 90 m2; Đường Nguyễn Đức Cảnh, Phường Kinh Bắc, Thành phố Bắc Ninh, Bắc Ninh;;
6982;13573878;Tây Bắc;;Cần bán;18m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,2m;5;;17m;5;---; 16 tỷ ; 86 m2; Đường Nguyễn Cao, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;;
6983;13573867;Đông Nam;---;Cần bán;20m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;5m;---;---;20m;---;---; 4 tỷ ; 100 m2; Phường Vạn An, Thành phố Bắc Ninh, Bắc Ninh;;
6984;13573859;Nam;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6,5m;3;;22m;3;---; 9,5 tỷ ; 133 m2; Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh;;
6985;13048436;Bắc;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4,4m;---;---;16m;---;---; 1,75 tỷ ; 63 m2; Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;;
6986;12773610;Đông Bắc;---;Cần bán;14m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;4,5m;---;---;16m;---;---; 2,35 tỷ ; 78 m2;  Làn 2  Đường Lãm Làng, Phường Vân Dương, Thành phố Bắc Ninh, Bắc Ninh;;
6987;13309508;Đông Nam;---;Cần bán;22m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4,5m;---;---;18m;---;---; 5,45 tỷ ; 81 m2; Đường Kim Lân, Phường Kinh Bắc, Thành phố Bắc Ninh, Bắc Ninh;;
6988;13304359;Tây Nam;---;Cần bán;22m;---;Đất nền, liền kề, đất dự án;Giấy tờ hợp lệ;---;18m;---;---;15m;---;---; 15,93 tỷ ; 270 m2; Đường Lê Thánh Tông, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh;Khu đô thị mới Đại Hoàng Long(xem chi tiết dự án);
6989;13573879;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;;20m;4;---; 14 tỷ ; 80 m2; Đường Cư Xá Bình Thới, Phường 8, Quận 11, Hồ Chí Minh;;
6990;13573877;_;;Cần bán;30m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;8m;1;;15m;---;---; 50 triệu ; 120 m2; Đường Nguyễn Văn Trỗi, Phường 15, Quận Phú Nhuận, Hồ Chí Minh;;
6991;13573876;Bắc;---;Cần bán;12m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;---;---;---;---;---;---; 1,4 tỷ ; 150 m2; Đường Y Moan Ênuôl, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk;;
6992;13573874;_;---;Cần bán;3m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3m;3;---;---;2;---; 1,95 tỷ ; 70 m2; Phố Lò Đúc, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội;;
6993;13573873;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;---;---;---;---;---; 17 tỷ ; 112 m2; Đường Nguyễn Trọng Tuyển, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
6994;13573868;_;---;Cần bán;8m;---;Biệt thự, nhà liền kề;---;---;14m;2;---;33m;5;---; 42,9 tỷ ; 462 m2; Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Hồ Chí Minh;;
6995;13130937;_;;Cần bán;5,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;3;;18m;4;---; 4,65 tỷ ; 90 m2; Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng;;
6996;13567289;_;;Cần bán;5,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,8m;3;;13,5m;3;---; 3,6 tỷ ; 85 m2; Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
6997;13294108;_;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;10m;4;---; 7 tỷ ; 50 m2; Đường Lý Triện, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng;;
6998;13571035;_;;Cần bán;5,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,8m;3;;18m;3;---; 3,6 tỷ ; 85 m2; Đường Hoàng Thị Loan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
6999;13562052;_;---;Cần bán;14m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;---;1;---;---;1;---; 11 tỷ ; 130 m2; Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội;;
7000;13573864;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;;12,5m;2;---; 3,56 tỷ ; 51 m2; Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh;;
7001;13217763;_;---;Cần bán;20m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;200m;---;---; 2,2 tỷ ; 100 m2; Đường 2/9, Phường 11, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu;;
7002;10423681;_;---;Cần bán;15m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;---;17m;4;---; 7 tỷ ; 68 m2; Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh;;
7003;13283127;_;;Cần bán;7m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,8m;3;;14m;5;---; 8,2 tỷ ; 67 m2; Đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh, Hồ Chí Minh;;
7004;13573853;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,1m;2;---;15m;3;---; 3,2 tỷ ; 61 m2; Đường Số 5, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;;
7005;13573852;Nam;---;Cần bán;7m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;11m;---;---;18m;---;---; 20 triệu / m2  ; 193 m2; Nhánh Lê Công Thanh Phường Lam Hạ, Thành phố Phủ Lý, Hà Nam;;
7006;13573848;_;;Cần bán;2,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,8m;5;;---;3;---; 4,1 tỷ ; 35 m2; Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội;;
7007;13573846;_;---;Cần bán;30m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;4;---;20m;4;---; 16 tỷ ; 90 m2; Đường Văn Cao, Phường Đằng Giang, Quận Ngô Quyền, Hải Phòng;;
7008;13562776;Đông;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;3;;11m;3;---; 4,1 tỷ ; 44 m2; Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh;;
7009;13562693;Bắc;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;12m;4;---; 4,68 tỷ ; 48 m2; Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh;;
7010;13553253;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;13,5m;4;---; 5,999 tỷ ; 54 m2; Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;;
7011;13572445;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,5m;---;;27m;3;---; 3,3 tỷ ; 112 m2; Đường Dã Tượng, Phường Tam Hòa, Thành phố Biên Hoà, Đồng Nai;;
7012;13507525;Nam;;Cần bán;10m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;19m;1;;15m;3;---; 11,5 tỷ ; 230 m2; Đường Đông Tĩnh, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
7013;13573843;_;;Cần bán;5m;;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;;---;5;---;---;8;---; 6,5 tỷ ; 61 m2; Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội;;
7014;13569583;_;;Cần bán;6m;;Nhà mặt tiền;---;;5m;3;;15m;3;---; 5,3 tỷ ; 76 m2; Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh;;
7015;13573826;_;;Cần bán;20m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;5;;29m;8;---; 21,989 tỷ ; 87 m2; Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, Hồ Chí Minh;;
7016;8019586;_;---;Cần bán;8m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;---;22m;---;---; 1,6 tỷ ; 134 m2; Đường Bến Tràm, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang;;
7017;13573824;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;20m;5;---; 26,5 tỷ ; 94 m2; Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh;;
7018;13573839;_;---;Cần bán;12m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;2;;20m;2;---; 5,1 tỷ ; 80 m2; Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh;;
7019;13573836;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;11m;4;---;26m;1;---; 170 tỷ ; 285 m2; Đường Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, Hồ Chí Minh;;
7020;13573835;_;---;Cần bán;12m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;7m;---;---;16,5m;---;---; 2,1 tỷ ; 115 m2; Đường An Hạ, Xã Phạm Văn Hai, Huyện Bình Chánh, Hồ Chí Minh;;
7021;13296759;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;4;---;12m;4;---; 5,2 tỷ ; 50 m2; Đường Tô Hiệu, Phường Hồ Nam, Quận Lê Chân, Hải Phòng;;
7022;13029697;_;---;Cần bán;12m;---;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;10m;3;---;11m;4;---; 15,5 tỷ ; 103 m2; Đường Lạch Tray, Phường Đông Hải, Quận Lê Chân, Hải Phòng;;
7023;12981763;_;---;Cần bán;40m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;3;---;35m;5;---; 29 tỷ ; 176 m2; Đường Lạch Tray, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng;;
7024;13573831;Nam;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;---;3;---;---;3;---; 3,65 tỷ ; 50 m2; Đường Hoàng Hoa Thám, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng;;
7025;11793400;Đông Bắc;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;9m;1;;14m;3;---; 3,35 tỷ ; 125 m2; Đường Trần Quý Cáp, Phường Tân Lập, Thành phố Buôn Ma Thuột, Đắk Lắk;;
7026;13573823;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;5;;---;4;---; 9,9 tỷ ; 58 m2; Đường Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội;;
7027;13573821;_;---;Cần bán;20m;---;Căn hộ chung cư;---;---;---;27;---;---;2;---; 700 triệu ; 50 m2; Đường Trần Hưng Đạo, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng;Căn hộ chung cư Sun Cosmo Residence Đà Nẵng(xem chi tiết dự án);
7028;13573818;_;---;Cần bán;30m;---;Văn phòng;Sổ hồng/ Sổ đỏ;---;---;7;---;---;10;---; 160 tỷ ; 330 m2; Đường Điện Biên Phủ, Phường 21, Quận Bình Thạnh, Hồ Chí Minh;;
7029;13573817;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;5;;---;3;---; 3,6 tỷ ; 36 m2; Đường Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội;;
7030;13573816;_;---;Cần bán;8m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;6;---;---;7;---; 20 tỷ ; 55 m2; Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
7031;13573815;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;---;---;---;---;---;---; 60 tỷ ; 265 m2; Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh;;
7032;13523716;_;---;Cần bán;14m;---;Đất nền, liền kề, đất dự án;Sổ hồng/ Sổ đỏ;---;5m;---;---;26m;---;---; 1,55 tỷ ; 130 m2; Đường số 8, Xã Đức Hoà Hạ, Huyện Đức Hòa, Long An;Khu dân cư Tân Đô (An Hạ Riverside)(xem chi tiết dự án);
7033;13573812;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;24m;1;---;25m;5;---; 235 tỷ ; 550 m2; Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh;;
7034;13572813;_;;Cần bán;15m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;8m;4;;17,6m;4;---; 28 tỷ ; 140 m2; Đường Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, Hồ Chí Minh;;
7035;13573809;Nam;;Cần bán;22m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6,5m;3;;---;4;---; 9,5 tỷ ; 136 m2; Phường Vũ Ninh, Thành phố Bắc Ninh, Bắc Ninh;;
7036;13317025;_;---;Cần bán;8m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;5m;---;---;45m;---;---; 3,6 tỷ ; 226 m2; Đường Nguyễn Thị Tươi, Phường Tân Bình, Thành phố Dĩ An, Bình Dương;;
7037;13573805;_;---;Cần bán;13m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;3;---;18,2m;3;---; 4,1 tỷ ; 74 m2; Đường Lê Văn Mầm, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương;;
7038;13573804;_;;Cần bán;8m;;Nhà mặt tiền;---;;4m;6;;16m;9;---; 11 tỷ ; 72 m2; Đường Bàu Cát, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh;;
7039;13573800;_;;Cần bán;16m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;---;---;2;;---;14;---; 310 tỷ ; 2.300 m2; Đường Đống Đa, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
7040;13573798;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;---;7;---;---;10;---; 46 tỷ ; 600 m2; Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh;;
7041;13573237;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;2;;---;2;---; 2,55 tỷ ; 32 m2; Đường Số 21, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh;;
7042;13569752;_;---;Cần bán;40m;---;Nhà mặt tiền;---;---;6m;6;---;12m;6;---; 30 tỷ ; 62 m2; Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;;
7043;13569725;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;4m;6;---;20m;6;---; 42,5 tỷ ; 80 m2; Đường Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;;
7044;13570790;_;---;Cần bán;35m;---;Nhà mặt tiền;---;---;8m;5;---;20m;5;---; 69 tỷ ; 160 m2; Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Hồ Chí Minh;;
7045;13570800;_;---;Cần bán;10m;---;Nhà mặt tiền;---;---;6m;3;---;31m;3;---; 31 tỷ ; 206 m2; Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh;;
7046;13570601;_;---;Cần bán;15m;---;Nhà mặt tiền;---;---;12m;7;---;25m;7;---; 80 tỷ ; 275 m2; Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh;;
7047;13289589;_;---;Cần bán;7m;---;Nhà trong hẻm;---;---;11m;3;---;16m;3;---; 27 tỷ ; 168 m2; Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, Hồ Chí Minh;;
7048;13573790;_;---;Cần bán;6m;---;Phòng trọ, nhà trọ;Sổ hồng/ Sổ đỏ;---;10m;1;---;20m;10;---; 1,75 tỷ ; 200 m2; Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh;;
7049;13573784;Tây;---;Cần bán;2m;---;Đất thổ cư, đất ở;---;---;4,6m;---;---;---;---;---; 2,24 tỷ ; 80 m2; Đường Hạ Lý, Phường Hạ Lý, Quận Hồng Bàng, Hải Phòng;;
7050;13573786;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;2;;20m;3;---; 9,3 tỷ ; 98 m2; Đường Huỳnh Tấn Phát, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng;;
7051;13573783;_;;Cần bán;6m;;Nhà mặt tiền;---;;6m;2;;29m;4;---; 7 tỷ ; 174 m2; Đường Phan Văn Hớn, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh;;
7052;13573782;_;;Cần bán;2,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,5m;3;;---;3;---; 3,6 tỷ ; 60 m2; Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội;;
7053;13573779;_;;Cần bán;10m;;Nhà trong hẻm;---;;18m;1;;25m;5;---; 129 tỷ ; 443 m2; Đường Ngô Thời Nhiệm, Phường 7, Quận 3, Hồ Chí Minh;;
7054;13461512;_;---;Cần bán;---;---;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;---;---;2;---;---;2;---; 890 triệu ; 65 m2; Đường Trường Chinh, Phường 15, Quận Tân Bình, Hồ Chí Minh;;
7055;13573776;_;---;Cần bán;4m;---;Nhà mặt tiền;---;---;---;3;---;---;4;---; 2,68 tỷ ; 47 m2; Đường Thư Trung, Phường Đằng Lâm, Quận Hải An, Hải Phòng;;
7056;13571266;_;;Cần bán;5m;;Đất thổ cư, đất ở;Giấy tờ hợp lệ;;40m;2;;---;2;---; 8,8 tỷ ; 1.300 m2; Đường Thắng Trí, Xã Minh Trí, Huyện Sóc Sơn, Hà Nội;;
7057;13569138;Bắc;;Cần bán;4m;;Nhà mặt tiền;Giấy tờ hợp lệ;;30m;2;;---;4;---; 6,5 tỷ ; 930 m2; Đường Thắng Trí, Xã Minh Trí, Huyện Sóc Sơn, Hà Nội;;
7058;13572786;_;---;Cần bán;2,2m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;4,5m;---;---;11,5m;---;---; 2,75 tỷ ; 52 m2; Đường Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội;;
7059;13573769;_;---;Cần bán;3,5m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;6;---;---;8;---; 10,5 tỷ ; 60 m2; Phố Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội;;
7060;13573767;_;;Cần bán;7m;;Nhà trong hẻm;---;;4m;3;;10,5m;3;---; 6 tỷ ; 42 m2; Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh;;
7061;12392621;_;;Cần bán;20m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;7,5m;7;;11m;3;---; 40 tỷ ; 80 m2; Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội;;
7062;13570806;_;;Cần bán;50m;;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;;4m;9;;14m;3;---; 850 triệu ; 51 m2; Đường Trường Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
7063;13570918;_;;Cần bán;50m;;Căn hộ chung cư;Sổ hồng/ Sổ đỏ;;4m;12;;14m;3;---; 850 triệu ; 55 m2; Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh;;
7064;13573760;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;---;---;---;---;---;---; 10 tỷ ; 40 m2; Đường Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, Hồ Chí Minh;;
7065;13573759;_;;Cần bán;2m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,7m;4;---;---;4;---; 6,55 tỷ ; 57 m2; Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;;
7066;13573758;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;11m;3;---;---;4;---; 9 tỷ ; 80 m2; Đường Tố Hữu, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng;;
7067;13490124;_;---;Cần bán;12m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;8m;---;;23m;---;---; 5,13 tỷ ; 190 m2; 12 Tỉnh Lộ 317, Thị trấn Thanh Thủy, Huyện Thanh Thủy, Phú Thọ;;
7068;12434959;_;---;Cần bán;12m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8,6m;4;---;18m;12;---; 55 tỷ ; 152 m2; Đường Đặng Trần Côn, Phường Bến Thành, Quận 1, Hồ Chí Minh;;
7069;13309352;_;---;Cần bán;5,5m;---;Nhà mặt tiền;---;---;4,5m;2;---;18m;4;---; 4,49 tỷ ; 81 m2; Đường Hoà Minh 17, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
7070;12792329;_;---;Cần bán;10m;---;Nhà mặt tiền;---;---;5m;2;---;20m;4;---; 7,5 tỷ ; 100 m2; Đường Lý Thái Tông, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
7071;13572760;_;---;Cần bán;7,5m;---;Nhà mặt tiền;---;---;5m;1;---;16m;3;---; 5,3 tỷ ; 80 m2; Đường Lê Chân, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng;;
7072;13526010;Tây;;Cần bán;6m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;13m;1;;25m;4;---; 14,5 tỷ ; 228 m2; Đường An Bình, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
7073;13156920;Đông Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,5m;2;;12,5m;2;---; 5,8 tỷ ; 68 m2; Đường Tô Vĩnh Diện, Phường 6, Thành phố Đà Lạt, Lâm Đồng;;
7074;13047254;Tây Nam;;Cần bán;4m;;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;1;;25m;3;---; 11 tỷ ; 261 m2; Đường Trần Đại Nghĩa, Phường 8, Thành phố Đà Lạt, Lâm Đồng;;
7075;13052008;Tây Nam;;Cần bán;5m;;Biệt thự, nhà liền kề;Sổ hồng/ Sổ đỏ;;9m;3;;25m;5;---; 16 tỷ ; 217 m2; Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng;Khu dân cư KQH An Sơn(xem chi tiết dự án);
7076;13572439;Đông Bắc;---;Cần bán;8m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;25m;---;---;20m;---;---; 28 tỷ ; 414 m2; Đường Tô hiến Thành, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
7077;13572616;Đông Bắc;---;Cần bán;4m;---;Nhà hàng, khách sạn;Sổ hồng/ Sổ đỏ;---;6,4m;4;---;14,3m;10;---; 13 tỷ ; 85 m2; Đường Bùi Thị Xuân, Phường 2, Thành phố Đà Lạt, Lâm Đồng;;
7078;13572242;Đông Nam;---;Cần bán;4m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;32m;---;---; 8,5 tỷ ; 379 m2; Đường Hùng Vương, Phường 10, Thành phố Đà Lạt, Lâm Đồng;;
7079;13070879;Tây Bắc;---;Cần bán;9m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;12,5m;---;---;25m;---;---; 15 tỷ ; 312 m2; Đường An Sơn, Phường 4, Thành phố Đà Lạt, Lâm Đồng;;
7080;13552077;Tây;;Cần bán;6m;;Nhà hàng, khách sạn;Sổ hồng/ Sổ đỏ;;18m;5;;33m;16;---; 30 tỷ ; 564 m2; Đường Đống Đa, Phường 3, Thành phố Đà Lạt, Lâm Đồng;;
7081;13204873;Nam;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;6m;---;;20m;---;---; 5,7 tỷ ; 190 m2; 06 Tỉnh Lộ 317, Xã Bảo Yên, Huyện Thanh Thủy, Phú Thọ;Khu nghỉ dưỡng Wyndham Lynn Times Thanh Thủy(xem chi tiết dự án);
7082;13265614;_;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;10m;---;---;25m;---;---; 630 triệu ; 251 m2; Đường Xuyên Á, Xã Phước Đông, Huyện Gò Dầu, Tây Ninh;;
7083;13573749;Bắc;---;Cần bán;8m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;---;3;---;---;16;---; 12,5 tỷ ; 124 m2; Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Hồ Chí Minh;;
7084;13573747;_;---;Cần bán;7m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;7m;1;;27m;3;---; 8 tỷ ; 180 m2; Đường Đông Hưng Thuận 6, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh;;
7085;13573745;_;;Cần bán;2,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,5m;4;;---;3;---; 3,15 tỷ ; 32 m2; Đường Nguyễn An Ninh, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội;;
7086;13573744;_;;Cần bán;7m;;Nhà trong hẻm;---;;4,2m;1;;16m;2;---; 4 tỷ ; 62 m2; Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Hồ Chí Minh;;
7087;13573740;_;---;Cần bán;10m;---;Đất thổ cư, đất ở;Sổ hồng/ Sổ đỏ;---;15m;---;;75m;---;---; 5,5 tỷ ; 1.137 m2; 66 Xã Thắng Sơn, Huyện Thanh Sơn, Phú Thọ;;
7088;13573739;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;4,1m;1;---;21m;5;---; 19,5 tỷ ; 80 m2; Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh;;
